Node_1,Node_2,Relation
"{'label': 'Occupation', 'properties': ""{'title': 'Fuel Cell Engineers'}"", 'identifier': ""{'title': 'Fuel Cell Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Clinical Data Managers'}"", 'identifier': ""{'title': 'Clinical Data Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '55', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Industrial-Organizational Psychologists'}"", 'identifier': ""{'title': 'Industrial-Organizational Psychologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '55', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Remote Sensing Technicians'}"", 'identifier': ""{'title': 'Remote Sensing Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '55', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Financial Managers'}"", 'identifier': ""{'title': 'Financial Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '52', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Surveying and Mapping Technicians'}"", 'identifier': ""{'title': 'Surveying and Mapping Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 61, 'level': '51', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Computer and Information Research Scientists'}"", 'identifier': ""{'title': 'Computer and Information Research Scientists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '63', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Credit Analysts'}"", 'identifier': ""{'title': 'Credit Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Electrical Engineers'}"", 'identifier': ""{'title': 'Electrical Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Geoscientists, Except Hydrologists and Geographers'}"", 'identifier': ""{'title': 'Geoscientists, Except Hydrologists and Geographers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '59', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Transportation Planners'}"", 'identifier': ""{'title': 'Transportation Planners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Environmental Engineers'}"", 'identifier': ""{'title': 'Environmental Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Industrial Ecologists'}"", 'identifier': ""{'title': 'Industrial Ecologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Materials Scientists'}"", 'identifier': ""{'title': 'Materials Scientists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Mechatronics Engineers'}"", 'identifier': ""{'title': 'Mechatronics Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Solar Energy Systems Engineers'}"", 'identifier': ""{'title': 'Solar Energy Systems Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Animal Scientists'}"", 'identifier': ""{'title': 'Animal Scientists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '55', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Bioinformatics Technicians'}"", 'identifier': ""{'title': 'Bioinformatics Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '55', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Business Intelligence Analysts'}"", 'identifier': ""{'title': 'Business Intelligence Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '55', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Microsystems Engineers'}"", 'identifier': ""{'title': 'Microsystems Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '55', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Personal Financial Advisors'}"", 'identifier': ""{'title': 'Personal Financial Advisors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '55', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Industrial Production Managers'}"", 'identifier': ""{'title': 'Industrial Production Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '54', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Investment Fund Managers'}"", 'identifier': ""{'title': 'Investment Fund Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '52', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Bookkeeping, Accounting, and Auditing Clerks'}"", 'identifier': ""{'title': 'Bookkeeping, Accounting, and Auditing Clerks'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '48', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Energy Auditors'}"", 'identifier': ""{'title': 'Energy Auditors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '48', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Occupational Health and Safety Specialists'}"", 'identifier': ""{'title': 'Occupational Health and Safety Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 60, 'level': '48', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Environmental Scientists and Specialists, Including Health'}"", 'identifier': ""{'title': 'Environmental Scientists and Specialists, Including Health'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '59', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Human Factors Engineers and Ergonomists'}"", 'identifier': ""{'title': 'Human Factors Engineers and Ergonomists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Petroleum Engineers'}"", 'identifier': ""{'title': 'Petroleum Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '57', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Computer Network Architects'}"", 'identifier': ""{'title': 'Computer Network Architects'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '55', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Geographic Information Systems Technologists and Technicians'}"", 'identifier': ""{'title': 'Geographic Information Systems Technologists and Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '55', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Industrial Engineers'}"", 'identifier': ""{'title': 'Industrial Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '55', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Mechanical Drafters'}"", 'identifier': ""{'title': 'Mechanical Drafters'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '55', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Soil and Plant Scientists'}"", 'identifier': ""{'title': 'Soil and Plant Scientists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '55', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Chemistry Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Chemistry Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '54', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Economics Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Economics Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '54', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Geothermal Production Managers'}"", 'identifier': ""{'title': 'Geothermal Production Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '54', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Water Resource Specialists'}"", 'identifier': ""{'title': 'Water Resource Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '54', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Construction Managers'}"", 'identifier': ""{'title': 'Construction Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '52', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Chief Executives'}"", 'identifier': ""{'title': 'Chief Executives'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '50', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Computer Numerically Controlled Tool Programmers'}"", 'identifier': ""{'title': 'Computer Numerically Controlled Tool Programmers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '50', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Hydroelectric Production Managers'}"", 'identifier': ""{'title': 'Hydroelectric Production Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '50', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Computer Hardware Engineers'}"", 'identifier': ""{'title': 'Computer Hardware Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '48', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Environmental Restoration Planners'}"", 'identifier': ""{'title': 'Environmental Restoration Planners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '48', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Market Research Analysts and Marketing Specialists'}"", 'identifier': ""{'title': 'Market Research Analysts and Marketing Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '48', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Mechanical Engineering Technologists and Technicians'}"", 'identifier': ""{'title': 'Mechanical Engineering Technologists and Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '48', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Nurse Anesthetists'}"", 'identifier': ""{'title': 'Nurse Anesthetists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '46', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Pharmacists'}"", 'identifier': ""{'title': 'Pharmacists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '46', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Precision Agriculture Technicians'}"", 'identifier': ""{'title': 'Precision Agriculture Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '46', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Tax Examiners and Collectors, and Revenue Agents'}"", 'identifier': ""{'title': 'Tax Examiners and Collectors, and Revenue Agents'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '46', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Loan Officers'}"", 'identifier': ""{'title': 'Loan Officers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '45', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Payroll and Timekeeping Clerks'}"", 'identifier': ""{'title': 'Payroll and Timekeeping Clerks'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '45', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Billing and Posting Clerks'}"", 'identifier': ""{'title': 'Billing and Posting Clerks'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '41', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Gambling Cage Workers'}"", 'identifier': ""{'title': 'Gambling Cage Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 56, 'level': '41', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Appraisers and Assessors of Real Estate'}"", 'identifier': ""{'title': 'Appraisers and Assessors of Real Estate'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 55, 'level': '53', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Electrical and Electronic Engineering Technologists and Technicians'}"", 'identifier': ""{'title': 'Electrical and Electronic Engineering Technologists and Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 55, 'level': '50', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Natural Sciences Managers'}"", 'identifier': ""{'title': 'Natural Sciences Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '57', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Social Science Research Assistants'}"", 'identifier': ""{'title': 'Social Science Research Assistants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '55', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Industrial Engineering Technologists and Technicians'}"", 'identifier': ""{'title': 'Industrial Engineering Technologists and Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '54', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Nanotechnology Engineering Technologists and Technicians'}"", 'identifier': ""{'title': 'Nanotechnology Engineering Technologists and Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '53', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Validation Engineers'}"", 'identifier': ""{'title': 'Validation Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '52', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Airline Pilots, Copilots, and Flight Engineers'}"", 'identifier': ""{'title': 'Airline Pilots, Copilots, and Flight Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '50', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Computer Science Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Computer Science Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '50', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Automotive Engineering Technicians'}"", 'identifier': ""{'title': 'Automotive Engineering Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '48', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Preventive Medicine Physicians'}"", 'identifier': ""{'title': 'Preventive Medicine Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '48', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Wholesale and Retail Buyers, Except Farm Products'}"", 'identifier': ""{'title': 'Wholesale and Retail Buyers, Except Farm Products'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '48', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Biological Science Teachers, Postsecondary'}"", 'identifier': ""{'title': 'Biological Science Teachers, Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '46', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Computer Systems Engineers/Architects'}"", 'identifier': ""{'title': 'Computer Systems Engineers/Architects'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '46', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Education Administrators, Kindergarten through Secondary'}"", 'identifier': ""{'title': 'Education Administrators, Kindergarten through Secondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '46', 'job_zone': 5}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Quality Control Systems Managers'}"", 'identifier': ""{'title': 'Quality Control Systems Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '46', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Real Estate Sales Agents'}"", 'identifier': ""{'title': 'Real Estate Sales Agents'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '46', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Securities, Commodities, and Financial Services Sales Agents'}"", 'identifier': ""{'title': 'Securities, Commodities, and Financial Services Sales Agents'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '46', 'job_zone': 4}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Tax Preparers'}"", 'identifier': ""{'title': 'Tax Preparers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Mathematics'}"", 'identifier': ""{'title': 'Mathematics'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 53, 'level': '46', 'job_zone': 3}""}"
