Importance,Level,Job Zone,Occupation,Ability,Category
50,43,2,"Textile Cutting Machine Setters, Operators, and Tenders",Category Flexibility,Idea Generation and Reasoning Abilities
50,43,2,"Tool Grinders, Filers, and Sharpeners",Category Flexibility,Idea Generation and Reasoning Abilities
50,43,3,Transit and Railroad Police,Category Flexibility,Idea Generation and Reasoning Abilities
50,43,3,Travel Agents,Category Flexibility,Idea Generation and Reasoning Abilities
50,43,3,Tutors,Category Flexibility,Idea Generation and Reasoning Abilities
50,43,2,Upholsterers,Category Flexibility,Idea Generation and Reasoning Abilities
50,43,2,Weatherization Installers and Technicians,Category Flexibility,Idea Generation and Reasoning Abilities
50,43,4,Writers and Authors,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Animal Trainers,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Cabinetmakers and Bench Carpenters,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,3,"Camera Operators, Television, Video, and Film",Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Childcare Workers,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Construction Laborers,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Cooling and Freezing Equipment Operators and Tenders,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,1,"Cutters and Trimmers, Hand",Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Gas Plant Operators,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Highway Maintenance Workers,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Home Health Aides,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,"Insulation Workers, Mechanical",Category Flexibility,Idea Generation and Reasoning Abilities
50,41,3,"Model Makers, Metal and Plastic",Category Flexibility,Idea Generation and Reasoning Abilities
50,41,3,Motorboat Mechanics and Service Technicians,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Ophthalmic Laboratory Technicians,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Procurement Clerks,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Segmental Pavers,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Timing Device Assemblers and Adjusters,Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Category Flexibility,Idea Generation and Reasoning Abilities
50,41,2,Word Processors and Typists,Category Flexibility,Idea Generation and Reasoning Abilities
50,39,2,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Category Flexibility,Idea Generation and Reasoning Abilities
50,39,2,Helpers--Carpenters,Category Flexibility,Idea Generation and Reasoning Abilities
50,39,2,Pharmacy Aides,Category Flexibility,Idea Generation and Reasoning Abilities
50,39,2,Structural Iron and Steel Workers,Category Flexibility,Idea Generation and Reasoning Abilities
50,38,1,Fallers,Category Flexibility,Idea Generation and Reasoning Abilities
50,38,2,Hoist and Winch Operators,Category Flexibility,Idea Generation and Reasoning Abilities
50,38,3,Stonemasons,Category Flexibility,Idea Generation and Reasoning Abilities
50,37,2,Reinforcing Iron and Rebar Workers,Category Flexibility,Idea Generation and Reasoning Abilities
50,36,1,"Derrick Operators, Oil and Gas",Category Flexibility,Idea Generation and Reasoning Abilities
47,50,4,Wind Energy Engineers,Category Flexibility,Idea Generation and Reasoning Abilities
47,45,3,"Career/Technical Education Teachers, Postsecondary",Category Flexibility,Idea Generation and Reasoning Abilities
47,45,5,"Communications Teachers, Postsecondary",Category Flexibility,Idea Generation and Reasoning Abilities
47,45,4,Computer Programmers,Category Flexibility,Idea Generation and Reasoning Abilities
47,45,3,Customs and Border Protection Officers,Category Flexibility,Idea Generation and Reasoning Abilities
47,45,2,"Earth Drillers, Except Oil and Gas",Category Flexibility,Idea Generation and Reasoning Abilities
47,45,2,"Paper Goods Machine Setters, Operators, and Tenders",Category Flexibility,Idea Generation and Reasoning Abilities
47,45,2,"Title Examiners, Abstractors, and Searchers",Category Flexibility,Idea Generation and Reasoning Abilities
47,45,3,Water and Wastewater Treatment Plant and System Operators,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,4,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Category Flexibility,Idea Generation and Reasoning Abilities
47,43,3,Brokerage Clerks,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,3,Bus and Truck Mechanics and Diesel Engine Specialists,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,3,Camera and Photographic Equipment Repairers,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,3,Concierges,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,1,Conveyor Operators and Tenders,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,Correctional Officers and Jailers,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,4,Credit Counselors,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,3,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Category Flexibility,Idea Generation and Reasoning Abilities
47,43,5,"Foreign Language and Literature Teachers, Postsecondary",Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,Gambling Change Persons and Booth Cashiers,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Category Flexibility,Idea Generation and Reasoning Abilities
47,43,4,Musicians and Singers,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,Operating Engineers and Other Construction Equipment Operators,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,Packaging and Filling Machine Operators and Tenders,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,3,"Preschool Teachers, Except Special Education",Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,Print Binding and Finishing Workers,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,Semiconductor Processing Technicians,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,3,Signal and Track Switch Repairers,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,3,Skincare Specialists,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,Veterinary Assistants and Laboratory Animal Caretakers,Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,"Welders, Cutters, Solderers, and Brazers",Category Flexibility,Idea Generation and Reasoning Abilities
47,43,2,Wellhead Pumpers,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Bartenders,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Biomass Plant Technicians,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Bridge and Lock Tenders,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Cashiers,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,"Cooks, Restaurant",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Electrical and Electronic Equipment Assemblers,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Gambling Cage Workers,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Helpers--Electricians,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Helpers--Extraction Workers,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,"Insulation Workers, Floor, Ceiling, and Wall",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Machine Feeders and Offbearers,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,3,"Maintenance Workers, Machinery",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Mechanical Door Repairers,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Metal-Refining Furnace Operators and Tenders,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,"Meter Readers, Utilities",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Motion Picture Projectionists,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Motorboat Operators,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Passenger Attendants,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,3,Payroll and Timekeeping Clerks,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Physical Therapist Aides,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,1,Plasterers and Stucco Masons,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Recreational Vehicle Service Technicians,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,"Refractory Materials Repairers, Except Brickmasons",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Retail Salespersons,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,1,"Rock Splitters, Quarry",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,1,Sewing Machine Operators,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Shoe Machine Operators and Tenders,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,3,Speech-Language Pathology Assistants,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Stockers and Order Fillers,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,"Tank Car, Truck, and Ship Loaders",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Telecommunications Line Installers and Repairers,Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Category Flexibility,Idea Generation and Reasoning Abilities
47,41,2,Tree Trimmers and Pruners,Category Flexibility,Idea Generation and Reasoning Abilities
47,39,2,Foundry Mold and Coremakers,Category Flexibility,Idea Generation and Reasoning Abilities
47,39,2,"Helpers--Installation, Maintenance, and Repair Workers",Category Flexibility,Idea Generation and Reasoning Abilities
47,39,2,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Category Flexibility,Idea Generation and Reasoning Abilities
47,39,2,Helpers--Production Workers,Category Flexibility,Idea Generation and Reasoning Abilities
47,39,2,Nannies,Category Flexibility,Idea Generation and Reasoning Abilities
47,39,3,New Accounts Clerks,Category Flexibility,Idea Generation and Reasoning Abilities
47,39,2,Personal Care Aides,Category Flexibility,Idea Generation and Reasoning Abilities
47,39,1,"Roustabouts, Oil and Gas",Category Flexibility,Idea Generation and Reasoning Abilities
47,37,1,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Category Flexibility,Idea Generation and Reasoning Abilities
47,37,2,Gambling Surveillance Officers and Gambling Investigators,Category Flexibility,Idea Generation and Reasoning Abilities
47,37,2,Light Truck Drivers,Category Flexibility,Idea Generation and Reasoning Abilities
47,37,2,Rail-Track Laying and Maintenance Equipment Operators,Category Flexibility,Idea Generation and Reasoning Abilities
47,37,2,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Category Flexibility,Idea Generation and Reasoning Abilities
47,37,2,"Sawing Machine Setters, Operators, and Tenders, Wood",Category Flexibility,Idea Generation and Reasoning Abilities
47,37,2,"Umpires, Referees, and Other Sports Officials",Category Flexibility,Idea Generation and Reasoning Abilities
47,36,2,First-Line Supervisors of Gambling Services Workers,Category Flexibility,Idea Generation and Reasoning Abilities
47,36,2,Helpers--Roofers,Category Flexibility,Idea Generation and Reasoning Abilities
47,36,2,"Roof Bolters, Mining",Category Flexibility,Idea Generation and Reasoning Abilities
47,34,2,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Category Flexibility,Idea Generation and Reasoning Abilities
47,34,2,Parking Enforcement Workers,Category Flexibility,Idea Generation and Reasoning Abilities
45,42,2,"Credit Authorizers, Checkers, and Clerks",Category Flexibility,Idea Generation and Reasoning Abilities
44,45,2,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Category Flexibility,Idea Generation and Reasoning Abilities
44,43,2,Actors,Category Flexibility,Idea Generation and Reasoning Abilities
44,43,2,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Category Flexibility,Idea Generation and Reasoning Abilities
44,43,2,Home Appliance Repairers,Category Flexibility,Idea Generation and Reasoning Abilities
44,41,2,"Coin, Vending, and Amusement Machine Servicers and Repairers",Category Flexibility,Idea Generation and Reasoning Abilities
44,41,2,"Cooks, Short Order",Category Flexibility,Idea Generation and Reasoning Abilities
44,41,2,Counter and Rental Clerks,Category Flexibility,Idea Generation and Reasoning Abilities
44,41,2,Customer Service Representatives,Category Flexibility,Idea Generation and Reasoning Abilities
44,41,2,Food Cooking Machine Operators and Tenders,Category Flexibility,Idea Generation and Reasoning Abilities
44,41,2,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Category Flexibility,Idea Generation and Reasoning Abilities
44,41,2,"Office Machine Operators, Except Computer",Category Flexibility,Idea Generation and Reasoning Abilities
44,41,3,Residential Advisors,Category Flexibility,Idea Generation and Reasoning Abilities
44,41,2,Roofers,Category Flexibility,Idea Generation and Reasoning Abilities
44,39,1,Baristas,Category Flexibility,Idea Generation and Reasoning Abilities
44,39,2,Carpet Installers,Category Flexibility,Idea Generation and Reasoning Abilities
44,39,3,Dancers,Category Flexibility,Idea Generation and Reasoning Abilities
44,39,2,Drywall and Ceiling Tile Installers,Category Flexibility,Idea Generation and Reasoning Abilities
44,39,3,Embalmers,Category Flexibility,Idea Generation and Reasoning Abilities
44,39,2,Gambling Dealers,Category Flexibility,Idea Generation and Reasoning Abilities
44,39,2,Locomotive Engineers,Category Flexibility,Idea Generation and Reasoning Abilities
44,39,3,Massage Therapists,Category Flexibility,Idea Generation and Reasoning Abilities
44,39,1,"Meat, Poultry, and Fish Cutters and Trimmers",Category Flexibility,Idea Generation and Reasoning Abilities
44,39,2,Orderlies,Category Flexibility,Idea Generation and Reasoning Abilities
44,39,2,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Category Flexibility,Idea Generation and Reasoning Abilities
44,37,1,Food Preparation Workers,Category Flexibility,Idea Generation and Reasoning Abilities
44,37,2,"Laborers and Freight, Stock, and Material Movers, Hand",Category Flexibility,Idea Generation and Reasoning Abilities
44,37,2,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Category Flexibility,Idea Generation and Reasoning Abilities
44,37,1,Laundry and Dry-Cleaning Workers,Category Flexibility,Idea Generation and Reasoning Abilities
44,37,1,Septic Tank Servicers and Sewer Pipe Cleaners,Category Flexibility,Idea Generation and Reasoning Abilities
44,37,2,Terrazzo Workers and Finishers,Category Flexibility,Idea Generation and Reasoning Abilities
44,36,2,Athletes and Sports Competitors,Category Flexibility,Idea Generation and Reasoning Abilities
44,36,2,"Coil Winders, Tapers, and Finishers",Category Flexibility,Idea Generation and Reasoning Abilities
44,36,3,Crane and Tower Operators,Category Flexibility,Idea Generation and Reasoning Abilities
44,36,1,Floor Sanders and Finishers,Category Flexibility,Idea Generation and Reasoning Abilities
44,36,2,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Category Flexibility,Idea Generation and Reasoning Abilities
44,34,2,Automotive and Watercraft Service Attendants,Category Flexibility,Idea Generation and Reasoning Abilities
44,34,1,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Category Flexibility,Idea Generation and Reasoning Abilities
44,34,2,Refuse and Recyclable Material Collectors,Category Flexibility,Idea Generation and Reasoning Abilities
44,32,2,Baggage Porters and Bellhops,Category Flexibility,Idea Generation and Reasoning Abilities
44,32,2,"Paving, Surfacing, and Tamping Equipment Operators",Category Flexibility,Idea Generation and Reasoning Abilities
44,32,2,Tapers,Category Flexibility,Idea Generation and Reasoning Abilities
44,32,2,Tire Repairers and Changers,Category Flexibility,Idea Generation and Reasoning Abilities
44,29,2,Slaughterers and Meat Packers,Category Flexibility,Idea Generation and Reasoning Abilities
41,39,2,Gambling and Sports Book Writers and Runners,Category Flexibility,Idea Generation and Reasoning Abilities
41,38,2,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Category Flexibility,Idea Generation and Reasoning Abilities
41,37,2,Animal Caretakers,Category Flexibility,Idea Generation and Reasoning Abilities
41,37,3,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Category Flexibility,Idea Generation and Reasoning Abilities
41,37,2,Paperhangers,Category Flexibility,Idea Generation and Reasoning Abilities
41,37,2,Receptionists and Information Clerks,Category Flexibility,Idea Generation and Reasoning Abilities
41,36,2,Farm Labor Contractors,Category Flexibility,Idea Generation and Reasoning Abilities
41,36,4,Real Estate Brokers,Category Flexibility,Idea Generation and Reasoning Abilities
41,34,2,Telephone Operators,Category Flexibility,Idea Generation and Reasoning Abilities
41,32,2,Automotive Glass Installers and Repairers,Category Flexibility,Idea Generation and Reasoning Abilities
41,32,2,Dredge Operators,Category Flexibility,Idea Generation and Reasoning Abilities
41,30,2,Fence Erectors,Category Flexibility,Idea Generation and Reasoning Abilities
41,30,2,Pile Driver Operators,Category Flexibility,Idea Generation and Reasoning Abilities
41,30,2,Waiters and Waitresses,Category Flexibility,Idea Generation and Reasoning Abilities
41,29,1,Dishwashers,Category Flexibility,Idea Generation and Reasoning Abilities
38,39,1,Agricultural Equipment Operators,Category Flexibility,Idea Generation and Reasoning Abilities
38,39,1,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Category Flexibility,Idea Generation and Reasoning Abilities
38,37,2,Parking Attendants,Category Flexibility,Idea Generation and Reasoning Abilities
38,36,2,Manicurists and Pedicurists,Category Flexibility,Idea Generation and Reasoning Abilities
38,36,1,"Painting, Coating, and Decorating Workers",Category Flexibility,Idea Generation and Reasoning Abilities
38,34,2,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Category Flexibility,Idea Generation and Reasoning Abilities
38,34,4,Proofreaders and Copy Markers,Category Flexibility,Idea Generation and Reasoning Abilities
38,34,2,Tire Builders,Category Flexibility,Idea Generation and Reasoning Abilities
38,32,1,Dining Room and Cafeteria Attendants and Bartender Helpers,Category Flexibility,Idea Generation and Reasoning Abilities
38,32,2,Shampooers,Category Flexibility,Idea Generation and Reasoning Abilities
38,32,2,"Switchboard Operators, Including Answering Service",Category Flexibility,Idea Generation and Reasoning Abilities
38,30,2,"Ushers, Lobby Attendants, and Ticket Takers",Category Flexibility,Idea Generation and Reasoning Abilities
38,29,2,"Bus Drivers, Transit and Intercity",Category Flexibility,Idea Generation and Reasoning Abilities
35,39,3,Tour Guides and Escorts,Category Flexibility,Idea Generation and Reasoning Abilities
35,37,2,Models,Category Flexibility,Idea Generation and Reasoning Abilities
35,36,2,"Painters, Construction and Maintenance",Category Flexibility,Idea Generation and Reasoning Abilities
35,34,2,Industrial Truck and Tractor Operators,Category Flexibility,Idea Generation and Reasoning Abilities
35,34,1,Landscaping and Groundskeeping Workers,Category Flexibility,Idea Generation and Reasoning Abilities
35,32,2,Cleaners of Vehicles and Equipment,Category Flexibility,Idea Generation and Reasoning Abilities
35,30,3,Court Reporters and Simultaneous Captioners,Category Flexibility,Idea Generation and Reasoning Abilities
35,30,2,"Packers and Packagers, Hand",Category Flexibility,Idea Generation and Reasoning Abilities
35,27,2,Crossing Guards and Flaggers,Category Flexibility,Idea Generation and Reasoning Abilities
31,32,1,"Pressers, Textile, Garment, and Related Materials",Category Flexibility,Idea Generation and Reasoning Abilities
31,32,2,Telemarketers,Category Flexibility,Idea Generation and Reasoning Abilities
31,30,3,Barbers,Category Flexibility,Idea Generation and Reasoning Abilities
31,30,1,Fast Food and Counter Workers,Category Flexibility,Idea Generation and Reasoning Abilities
31,30,2,"Food Servers, Nonrestaurant",Category Flexibility,Idea Generation and Reasoning Abilities
31,29,1,Amusement and Recreation Attendants,Category Flexibility,Idea Generation and Reasoning Abilities
31,29,2,Funeral Attendants,Category Flexibility,Idea Generation and Reasoning Abilities
31,29,2,Security Guards,Category Flexibility,Idea Generation and Reasoning Abilities
28,32,3,Bailiffs,Category Flexibility,Idea Generation and Reasoning Abilities
28,32,1,"Cooks, Fast Food",Category Flexibility,Idea Generation and Reasoning Abilities
28,29,1,Maids and Housekeeping Cleaners,Category Flexibility,Idea Generation and Reasoning Abilities
25,32,2,"Locker Room, Coatroom, and Dressing Room Attendants",Category Flexibility,Idea Generation and Reasoning Abilities
78,80,3,Air Traffic Controllers,Time Sharing,Attentiveness
75,61,4,"Airline Pilots, Copilots, and Flight Engineers",Time Sharing,Attentiveness
63,55,3,Commercial Pilots,Time Sharing,Attentiveness
56,52,2,Public Safety Telecommunicators,Time Sharing,Attentiveness
56,50,2,Locomotive Engineers,Time Sharing,Attentiveness
56,46,2,"Bus Drivers, Transit and Intercity",Time Sharing,Attentiveness
56,46,3,"Captains, Mates, and Pilots of Water Vessels",Time Sharing,Attentiveness
56,46,2,Motorboat Operators,Time Sharing,Attentiveness
56,45,2,Aircraft Cargo Handling Supervisors,Time Sharing,Attentiveness
56,45,3,Detectives and Criminal Investigators,Time Sharing,Attentiveness
56,45,4,"Elementary School Teachers, Except Special Education",Time Sharing,Attentiveness
56,45,2,Subway and Streetcar Operators,Time Sharing,Attentiveness
56,43,4,Biofuels Production Managers,Time Sharing,Attentiveness
53,45,2,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Time Sharing,Attentiveness
53,45,3,Chefs and Head Cooks,Time Sharing,Attentiveness
53,45,3,Government Property Inspectors and Investigators,Time Sharing,Attentiveness
53,45,2,Manufactured Building and Mobile Home Installers,Time Sharing,Attentiveness
53,45,4,Media Technical Directors/Managers,Time Sharing,Attentiveness
53,45,5,Nurse Anesthetists,Time Sharing,Attentiveness
53,45,4,Producers and Directors,Time Sharing,Attentiveness
53,45,4,Registered Nurses,Time Sharing,Attentiveness
53,45,2,"Umpires, Referees, and Other Sports Officials",Time Sharing,Attentiveness
53,43,5,Clinical Nurse Specialists,Time Sharing,Attentiveness
53,43,3,Commercial Divers,Time Sharing,Attentiveness
53,43,2,First-Line Supervisors of Food Preparation and Serving Workers,Time Sharing,Attentiveness
53,43,2,Gambling Surveillance Officers and Gambling Investigators,Time Sharing,Attentiveness
53,43,3,Hydroelectric Production Managers,Time Sharing,Attentiveness
53,43,2,Millwrights,Time Sharing,Attentiveness
53,43,5,Nurse Midwives,Time Sharing,Attentiveness
53,41,3,Administrative Services Managers,Time Sharing,Attentiveness
53,41,2,Biofuels Processing Technicians,Time Sharing,Attentiveness
53,41,3,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Time Sharing,Attentiveness
53,41,2,"Loading and Moving Machine Operators, Underground Mining",Time Sharing,Attentiveness
53,39,3,Automotive Service Technicians and Mechanics,Time Sharing,Attentiveness
53,37,2,Waiters and Waitresses,Time Sharing,Attentiveness
53,36,1,Baristas,Time Sharing,Attentiveness
50,50,3,First-Line Supervisors of Police and Detectives,Time Sharing,Attentiveness
50,46,2,Gambling Managers,Time Sharing,Attentiveness
50,46,5,Microsystems Engineers,Time Sharing,Attentiveness
50,46,3,Police and Sheriff's Patrol Officers,Time Sharing,Attentiveness
50,45,5,Anesthesiologists,Time Sharing,Attentiveness
50,45,4,Broadcast Announcers and Radio Disc Jockeys,Time Sharing,Attentiveness
50,45,4,"Career/Technical Education Teachers, Secondary School",Time Sharing,Attentiveness
50,45,4,Construction Managers,Time Sharing,Attentiveness
50,45,5,Family Medicine Physicians,Time Sharing,Attentiveness
50,45,3,First-Line Supervisors of Firefighting and Prevention Workers,Time Sharing,Attentiveness
50,45,2,Operating Engineers and Other Construction Equipment Operators,Time Sharing,Attentiveness
50,45,2,Sailors and Marine Oilers,Time Sharing,Attentiveness
50,43,3,Acute Care Nurses,Time Sharing,Attentiveness
50,43,3,Airfield Operations Specialists,Time Sharing,Attentiveness
50,43,5,Allergists and Immunologists,Time Sharing,Attentiveness
50,43,5,Anesthesiologist Assistants,Time Sharing,Attentiveness
50,43,2,Animal Control Workers,Time Sharing,Attentiveness
50,43,3,Aviation Inspectors,Time Sharing,Attentiveness
50,43,3,"Camera Operators, Television, Video, and Film",Time Sharing,Attentiveness
50,43,2,"Cooks, Institution and Cafeteria",Time Sharing,Attentiveness
50,43,2,Correctional Officers and Jailers,Time Sharing,Attentiveness
50,43,4,Critical Care Nurses,Time Sharing,Attentiveness
50,43,4,Emergency Management Directors,Time Sharing,Attentiveness
50,43,2,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Time Sharing,Attentiveness
50,43,2,"Explosives Workers, Ordnance Handling Experts, and Blasters",Time Sharing,Attentiveness
50,43,3,First-Line Supervisors of Construction Trades and Extraction Workers,Time Sharing,Attentiveness
50,43,3,First-Line Supervisors of Correctional Officers,Time Sharing,Attentiveness
50,43,2,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Time Sharing,Attentiveness
50,43,3,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Time Sharing,Attentiveness
50,43,4,Fish and Game Wardens,Time Sharing,Attentiveness
50,43,2,Geothermal Technicians,Time Sharing,Attentiveness
50,43,2,Heavy and Tractor-Trailer Truck Drivers,Time Sharing,Attentiveness
50,43,2,Highway Maintenance Workers,Time Sharing,Attentiveness
50,43,5,Hospitalists,Time Sharing,Attentiveness
50,43,4,Interpreters and Translators,Time Sharing,Attentiveness
50,43,4,"Kindergarten Teachers, Except Special Education",Time Sharing,Attentiveness
50,43,3,Licensed Practical and Licensed Vocational Nurses,Time Sharing,Attentiveness
50,43,2,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Time Sharing,Attentiveness
50,43,4,Media Programming Directors,Time Sharing,Attentiveness
50,43,4,"Meeting, Convention, and Event Planners",Time Sharing,Attentiveness
50,43,3,"Morticians, Undertakers, and Funeral Arrangers",Time Sharing,Attentiveness
50,43,3,Nuclear Power Reactor Operators,Time Sharing,Attentiveness
50,43,5,Nurse Practitioners,Time Sharing,Attentiveness
50,43,5,Obstetricians and Gynecologists,Time Sharing,Attentiveness
50,43,5,"Pediatricians, General",Time Sharing,Attentiveness
50,43,5,Pharmacists,Time Sharing,Attentiveness
50,43,2,Power Plant Operators,Time Sharing,Attentiveness
50,43,2,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Time Sharing,Attentiveness
50,43,4,Recreational Therapists,Time Sharing,Attentiveness
50,43,5,Substance Abuse and Behavioral Disorder Counselors,Time Sharing,Attentiveness
50,43,2,Travel Guides,Time Sharing,Attentiveness
50,43,5,Urologists,Time Sharing,Attentiveness
50,43,4,Zoologists and Wildlife Biologists,Time Sharing,Attentiveness
50,41,4,Agricultural Engineers,Time Sharing,Attentiveness
50,41,3,Audio and Video Technicians,Time Sharing,Attentiveness
50,41,2,Baggage Porters and Bellhops,Time Sharing,Attentiveness
50,41,2,Biomass Plant Technicians,Time Sharing,Attentiveness
50,41,3,Cardiovascular Technologists and Technicians,Time Sharing,Attentiveness
50,41,4,"Career/Technical Education Teachers, Middle School",Time Sharing,Attentiveness
50,41,2,Childcare Workers,Time Sharing,Attentiveness
50,41,2,Continuous Mining Machine Operators,Time Sharing,Attentiveness
50,41,2,"Cooks, Short Order",Time Sharing,Attentiveness
50,41,3,Dental Assistants,Time Sharing,Attentiveness
50,41,3,Dental Hygienists,Time Sharing,Attentiveness
50,41,5,"Education Administrators, Kindergarten through Secondary",Time Sharing,Attentiveness
