,Node_1,Node_2,Relation
3510,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Administrators,_Postsecondary'}"", 'identifier': ""{'title': 'Education_Administrators,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
3511,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Correctional_Officers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Correctional_Officers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
3512,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Non-Retail_Sales_Workers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Non-Retail_Sales_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
3513,"{'label': 'Occupation', 'properties': ""{'title': 'Instructional_Coordinators'}"", 'identifier': ""{'title': 'Instructional_Coordinators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
3514,"{'label': 'Occupation', 'properties': ""{'title': 'Producers_and_Directors'}"", 'identifier': ""{'title': 'Producers_and_Directors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
3515,"{'label': 'Occupation', 'properties': ""{'title': 'Radiologists'}"", 'identifier': ""{'title': 'Radiologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '61'}""}"
3516,"{'label': 'Occupation', 'properties': ""{'title': 'Acute_Care_Nurses'}"", 'identifier': ""{'title': 'Acute_Care_Nurses'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3517,"{'label': 'Occupation', 'properties': ""{'title': 'Airfield_Operations_Specialists'}"", 'identifier': ""{'title': 'Airfield_Operations_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3518,"{'label': 'Occupation', 'properties': ""{'title': 'Allergists_and_Immunologists'}"", 'identifier': ""{'title': 'Allergists_and_Immunologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3519,"{'label': 'Occupation', 'properties': ""{'title': 'Brownfield_Redevelopment_Specialists_and_Site_Managers'}"", 'identifier': ""{'title': 'Brownfield_Redevelopment_Specialists_and_Site_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3520,"{'label': 'Occupation', 'properties': ""{'title': 'Education_and_Childcare_Administrators,_Preschool_and_Daycare'}"", 'identifier': ""{'title': 'Education_and_Childcare_Administrators,_Preschool_and_Daycare'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3521,"{'label': 'Occupation', 'properties': ""{'title': 'General_and_Operations_Managers'}"", 'identifier': ""{'title': 'General_and_Operations_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3522,"{'label': 'Occupation', 'properties': ""{'title': 'Library_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Library_Science_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3523,"{'label': 'Occupation', 'properties': ""{'title': 'Medical_and_Health_Services_Managers'}"", 'identifier': ""{'title': 'Medical_and_Health_Services_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3524,"{'label': 'Occupation', 'properties': ""{'title': 'Natural_Sciences_Managers'}"", 'identifier': ""{'title': 'Natural_Sciences_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3525,"{'label': 'Occupation', 'properties': ""{'title': 'Nurse_Midwives'}"", 'identifier': ""{'title': 'Nurse_Midwives'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3526,"{'label': 'Occupation', 'properties': ""{'title': 'Nurse_Practitioners'}"", 'identifier': ""{'title': 'Nurse_Practitioners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3527,"{'label': 'Occupation', 'properties': ""{'title': 'Psychiatrists'}"", 'identifier': ""{'title': 'Psychiatrists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3528,"{'label': 'Occupation', 'properties': ""{'title': 'Spa_Managers'}"", 'identifier': ""{'title': 'Spa_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3529,"{'label': 'Occupation', 'properties': ""{'title': 'Supply_Chain_Managers'}"", 'identifier': ""{'title': 'Supply_Chain_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '59'}""}"
3530,"{'label': 'Occupation', 'properties': ""{'title': 'Advanced_Practice_Psychiatric_Nurses'}"", 'identifier': ""{'title': 'Advanced_Practice_Psychiatric_Nurses'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3531,"{'label': 'Occupation', 'properties': ""{'title': 'Chemistry_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Chemistry_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3532,"{'label': 'Occupation', 'properties': ""{'title': 'Commercial_Pilots'}"", 'identifier': ""{'title': 'Commercial_Pilots'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3533,"{'label': 'Occupation', 'properties': ""{'title': 'Dentists,_General'}"", 'identifier': ""{'title': 'Dentists,_General'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3534,"{'label': 'Occupation', 'properties': ""{'title': 'Family_Medicine_Physicians'}"", 'identifier': ""{'title': 'Family_Medicine_Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3535,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Mechanics,_Installers,_and_Repairers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Mechanics,_Installers,_and_Repairers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3536,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Office_and_Administrative_Support_Workers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Office_and_Administrative_Support_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3537,"{'label': 'Occupation', 'properties': ""{'title': 'Kindergarten_Teachers,_Except_Special_Education'}"", 'identifier': ""{'title': 'Kindergarten_Teachers,_Except_Special_Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3538,"{'label': 'Occupation', 'properties': ""{'title': 'Mental_Health_and_Substance_Abuse_Social_Workers'}"", 'identifier': ""{'title': 'Mental_Health_and_Substance_Abuse_Social_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3539,"{'label': 'Occupation', 'properties': ""{'title': 'Nuclear_Engineers'}"", 'identifier': ""{'title': 'Nuclear_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3540,"{'label': 'Occupation', 'properties': ""{'title': 'Nuclear_Technicians'}"", 'identifier': ""{'title': 'Nuclear_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3541,"{'label': 'Occupation', 'properties': ""{'title': 'Nurse_Anesthetists'}"", 'identifier': ""{'title': 'Nurse_Anesthetists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3542,"{'label': 'Occupation', 'properties': ""{'title': 'Obstetricians_and_Gynecologists'}"", 'identifier': ""{'title': 'Obstetricians_and_Gynecologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3543,"{'label': 'Occupation', 'properties': ""{'title': 'Ophthalmologists,_Except_Pediatric'}"", 'identifier': ""{'title': 'Ophthalmologists,_Except_Pediatric'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3544,"{'label': 'Occupation', 'properties': ""{'title': 'Orthodontists'}"", 'identifier': ""{'title': 'Orthodontists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3545,"{'label': 'Occupation', 'properties': ""{'title': 'Pediatricians,_General'}"", 'identifier': ""{'title': 'Pediatricians,_General'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3546,"{'label': 'Occupation', 'properties': ""{'title': 'Psychiatric_Technicians'}"", 'identifier': ""{'title': 'Psychiatric_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3547,"{'label': 'Occupation', 'properties': ""{'title': 'School_Psychologists'}"", 'identifier': ""{'title': 'School_Psychologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3548,"{'label': 'Occupation', 'properties': ""{'title': 'Substance_Abuse_and_Behavioral_Disorder_Counselors'}"", 'identifier': ""{'title': 'Substance_Abuse_and_Behavioral_Disorder_Counselors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '57'}""}"
3549,"{'label': 'Occupation', 'properties': ""{'title': 'Correctional_Officers_and_Jailers'}"", 'identifier': ""{'title': 'Correctional_Officers_and_Jailers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '54'}""}"
3550,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Landscaping,_Lawn_Service,_and_Groundskeeping_Workers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Landscaping,_Lawn_Service,_and_Groundskeeping_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 75, 'level': '54'}""}"
3551,"{'label': 'Occupation', 'properties': ""{'title': 'Biomass_Power_Plant_Managers'}"", 'identifier': ""{'title': 'Biomass_Power_Plant_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '66'}""}"
3552,"{'label': 'Occupation', 'properties': ""{'title': 'Logisticians'}"", 'identifier': ""{'title': 'Logisticians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '66'}""}"
3553,"{'label': 'Occupation', 'properties': ""{'title': 'Manufacturing_Engineers'}"", 'identifier': ""{'title': 'Manufacturing_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '66'}""}"
3554,"{'label': 'Occupation', 'properties': ""{'title': 'Pharmacists'}"", 'identifier': ""{'title': 'Pharmacists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '64'}""}"
3555,"{'label': 'Occupation', 'properties': ""{'title': 'Quality_Control_Systems_Managers'}"", 'identifier': ""{'title': 'Quality_Control_Systems_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '64'}""}"
3556,"{'label': 'Occupation', 'properties': ""{'title': 'Treasurers_and_Controllers'}"", 'identifier': ""{'title': 'Treasurers_and_Controllers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '64'}""}"
3557,"{'label': 'Occupation', 'properties': ""{'title': 'Computer_and_Information_Systems_Managers'}"", 'identifier': ""{'title': 'Computer_and_Information_Systems_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '63'}""}"
3558,"{'label': 'Occupation', 'properties': ""{'title': 'Geothermal_Production_Managers'}"", 'identifier': ""{'title': 'Geothermal_Production_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '63'}""}"
3559,"{'label': 'Occupation', 'properties': ""{'title': 'Agricultural_Sciences_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Agricultural_Sciences_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '61'}""}"
3560,"{'label': 'Occupation', 'properties': ""{'title': 'Biochemists_and_Biophysicists'}"", 'identifier': ""{'title': 'Biochemists_and_Biophysicists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '61'}""}"
3561,"{'label': 'Occupation', 'properties': ""{'title': 'Construction_Managers'}"", 'identifier': ""{'title': 'Construction_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '61'}""}"
3562,"{'label': 'Occupation', 'properties': ""{'title': 'Elementary_School_Teachers,_Except_Special_Education'}"", 'identifier': ""{'title': 'Elementary_School_Teachers,_Except_Special_Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '61'}""}"
3563,"{'label': 'Occupation', 'properties': ""{'title': 'Environmental_Engineers'}"", 'identifier': ""{'title': 'Environmental_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '61'}""}"
3564,"{'label': 'Occupation', 'properties': ""{'title': 'Financial_Examiners'}"", 'identifier': ""{'title': 'Financial_Examiners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '61'}""}"
3565,"{'label': 'Occupation', 'properties': ""{'title': 'Industrial-Organizational_Psychologists'}"", 'identifier': ""{'title': 'Industrial-Organizational_Psychologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '61'}""}"
3566,"{'label': 'Occupation', 'properties': ""{'title': 'Training_and_Development_Managers'}"", 'identifier': ""{'title': 'Training_and_Development_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '61'}""}"
3567,"{'label': 'Occupation', 'properties': ""{'title': 'Anthropology_and_Archeology_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Anthropology_and_Archeology_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3568,"{'label': 'Occupation', 'properties': ""{'title': 'Athletic_Trainers'}"", 'identifier': ""{'title': 'Athletic_Trainers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3569,"{'label': 'Occupation', 'properties': ""{'title': 'Chefs_and_Head_Cooks'}"", 'identifier': ""{'title': 'Chefs_and_Head_Cooks'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3570,"{'label': 'Occupation', 'properties': ""{'title': 'Clinical_Nurse_Specialists'}"", 'identifier': ""{'title': 'Clinical_Nurse_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3571,"{'label': 'Occupation', 'properties': ""{'title': 'Dietitians_and_Nutritionists'}"", 'identifier': ""{'title': 'Dietitians_and_Nutritionists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3572,"{'label': 'Occupation', 'properties': ""{'title': 'Judges,_Magistrate_Judges,_and_Magistrates'}"", 'identifier': ""{'title': 'Judges,_Magistrate_Judges,_and_Magistrates'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3573,"{'label': 'Occupation', 'properties': ""{'title': 'Management_Analysts'}"", 'identifier': ""{'title': 'Management_Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3574,"{'label': 'Occupation', 'properties': ""{'title': 'Nursing_Instructors_and_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Nursing_Instructors_and_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3575,"{'label': 'Occupation', 'properties': ""{'title': 'Regulatory_Affairs_Managers'}"", 'identifier': ""{'title': 'Regulatory_Affairs_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3576,"{'label': 'Occupation', 'properties': ""{'title': 'Rehabilitation_Counselors'}"", 'identifier': ""{'title': 'Rehabilitation_Counselors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3577,"{'label': 'Occupation', 'properties': ""{'title': 'Secondary_School_Teachers,_Except_Special_and_Career/Technical_Education'}"", 'identifier': ""{'title': 'Secondary_School_Teachers,_Except_Special_and_Career/Technical_Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3578,"{'label': 'Occupation', 'properties': ""{'title': 'Speech-Language_Pathologists'}"", 'identifier': ""{'title': 'Speech-Language_Pathologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3579,"{'label': 'Occupation', 'properties': ""{'title': 'Training_and_Development_Specialists'}"", 'identifier': ""{'title': 'Training_and_Development_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3580,"{'label': 'Occupation', 'properties': ""{'title': 'Transportation,_Storage,_and_Distribution_Managers'}"", 'identifier': ""{'title': 'Transportation,_Storage,_and_Distribution_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3581,"{'label': 'Occupation', 'properties': ""{'title': 'Wind_Energy_Operations_Managers'}"", 'identifier': ""{'title': 'Wind_Energy_Operations_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '59'}""}"
3582,"{'label': 'Occupation', 'properties': ""{'title': 'Art_Therapists'}"", 'identifier': ""{'title': 'Art_Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3583,"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical_Education_Teachers,_Secondary_School'}"", 'identifier': ""{'title': 'Career/Technical_Education_Teachers,_Secondary_School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
3584,"{'label': 'Occupation', 'properties': ""{'title': 'Criminal_Justice_and_Law_Enforcement_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Criminal_Justice_and_Law_Enforcement_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Monitoring'}"", 'identifier': ""{'title': 'Monitoring'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
